Name,Phone,Email,Location,Subjects,Grade_Level,Tutoring_Approach,Rates_Per_Hour,Mode_of_Tutoring,Experience_Years,Education
Parth Rath,8762532686,parth.rath@gmail.com,Jagatsinghpur,Mathematics,Class 1-5 ICSE,Interactive and student-centered,503,In-person,9,B.Ed
Kanika Pattanaik,7192712131,kanika.pattanaik@gmail.com,Nuapada,Biology,Class 1-5 all,Interactive and student-centered,956,Both,18,B.Sc
Nikita Das,9964891060,nikita.das@gmail.com,Puri,Political Science,Only 9th-10th CBSE,Interactive and student-centered,573,Online,3,B.Ed
Simran Sen,9622448062,simran.sen@gmail.com,Kendrapara,Physics,Class 6-10 ICSE,Interactive and student-centered,910,Both,7,M.Sc
Rani Das,9586432003,rani.das@gmail.com,Nabarangpur,History,Class 11-12 ICSE,Interactive and student-centered,469,In-person,1,B.Sc
Sagar Rai,7336046327,sagar.rai@gmail.com,Sundargarh,Music,Class 1-5 CHSE & CBSE,Interactive and student-centered,519,Online,3,M.A
Ravi Patel,7181830362,ravi.patel@gmail.com,Nayagarh,Geography,Class 11-12 CBSE,Interactive and student-centered,850,Online,8,M.A
Sonali Baran,7562006456,sonali.baran@gmail.com,Kendrapara,General Science,Class 11-12 CBSE,Interactive and student-centered,869,Both,5,B.Sc
Raghav Rath,9368494476,raghav.rath@gmail.com,Nuapada,Sociology,Only 9th-10th CHSE,Interactive and student-centered,891,Online,5,B.Sc
Parul Tripathy,8120289939,parul.tripathy@gmail.com,Sundargarh,Moral Science,Class 11-12 CHSE & CBSE,Interactive and student-centered,942,Online,9,PhD
Aarushi Rai,7462119637,aarushi.rai@gmail.com,Khurda,Economics,Class 1-5 all,Interactive and student-centered,512,In-person,2,B.Sc
Akash Nanda,9153070424,akash.nanda@gmail.com,Puri,Mathematics,Class 1-5 CHSE,Interactive and student-centered,954,In-person,11,M.A
Kaveri Mali,8640612138,kaveri.mali@gmail.com,Jharsuguda,Music,Class 6-10 CHSE & CBSE,Interactive and student-centered,488,Both,18,PhD
Namita Sahu,8810736811,namita.sahu@gmail.com,Bhadrak,Hindi,Class 6-10 all,Interactive and student-centered,716,Both,11,B.Sc
Mansi Kumar,7518606349,mansi.kumar@gmail.com,Malkangiri,Music,Class 1-5 CBSE,Interactive and student-centered,979,Both,14,M.A
Pallavi Bhoi,8370048029,pallavi.bhoi@gmail.com,Bhadrak,Music,Class 11-12 CBSE,Interactive and student-centered,983,In-person,3,M.Sc
Jayesh Mishra,9523302379,jayesh.mishra@gmail.com,Ganjam,Physical Education,Class 11-12 CHSE,Interactive and student-centered,882,Online,13,M.A
Prakash Choudhury,8791917814,prakash.choudhury@gmail.com,Nuapada,Statistics,Only 9th-10th ICSE,Interactive and student-centered,809,In-person,8,M.Sc
Parul Mohapatra,8816229200,parul.mohapatra@gmail.com,Jharsuguda,Environmental Studies,Class 6-10 CBSE,Interactive and student-centered,377,In-person,14,B.Ed
Gaurav Bhoi,8142722470,gaurav.bhoi@gmail.com,Cuttack,Dance,Class 6-10 CHSE & CBSE,Interactive and student-centered,724,In-person,14,M.A
Rani Kumar,8751591968,rani.kumar@gmail.com,Sundargarh,Informatics Practices,Class 11-12 ICSE,Interactive and student-centered,833,Online,8,M.Sc
Deepak Das,8158516686,deepak.das@gmail.com,Jagatsinghpur,Social Studies,Only 9th-10th CHSE & CBSE,Interactive and student-centered,849,In-person,12,B.Ed
Lavanya Maji,8728673193,lavanya.maji@gmail.com,Bhadrak,Hindi,Class 1-5 CHSE & CBSE,Interactive and student-centered,846,Online,13,M.Sc
Rahul Mallick,7970971433,rahul.mallick@gmail.com,Rayagada,Music,Class 11-12 CBSE,Interactive and student-centered,521,In-person,8,M.A
Neeraj Thakur,9507683768,neeraj.thakur@gmail.com,Angul,Business Studies,Class 11-12 CHSE,Interactive and student-centered,787,In-person,4,PhD
Sameer Nanda,8623832928,sameer.nanda@gmail.com,Rayagada,Psychology,Only 9th-10th all,Interactive and student-centered,491,Online,8,PhD
Shantanu Barik,9880428406,shantanu.barik@gmail.com,Kalahandi,Chemistry,Class 6-10 CHSE & CBSE,Interactive and student-centered,931,In-person,7,M.A
Pramod Mishra,8681668567,pramod.mishra@gmail.com,Mayurbhanj,Informatics Practices,Only 9th-10th CHSE,Interactive and student-centered,307,Both,8,M.A
Shivani Sarangi,9726855909,shivani.sarangi@gmail.com,Deogarh,Business Studies,Class 1-5 CBSE,Interactive and student-centered,909,Online,5,M.Sc
Lavish Reddy,9437134363,lavish.reddy@gmail.com,Bolangir,Environmental Studies,Class 1-5 CBSE,Interactive and student-centered,564,Both,20,M.A
Roma Rout,8778157772,roma.rout@gmail.com,Nayagarh,English,Class 11-12 CHSE,Interactive and student-centered,963,Online,7,M.Sc
Rani Mohanty,8105026917,rani.mohanty@gmail.com,Kendrapara,Physics,Only 9th-10th CBSE,Interactive and student-centered,651,Both,9,M.A
Charvi Mahajan,9740759646,charvi.mahajan@gmail.com,Malkangiri,Statistics,Only 9th-10th all,Interactive and student-centered,303,In-person,3,B.Ed
Ganesh Kar,7848805971,ganesh.kar@gmail.com,Bhadrak,Social Studies,Class 1-5 CHSE,Interactive and student-centered,505,Online,19,M.A
Preeti Khatua,7671333824,preeti.khatua@gmail.com,Puri,English,Class 1-5 CHSE & CBSE,Interactive and student-centered,678,Both,11,PhD
Abhishek Kumar,9390585420,abhishek.kumar@gmail.com,Khurda,General Science,Class 1-5 CHSE & CBSE,Interactive and student-centered,750,Online,3,M.Sc
Rakesh Dandapat,8655074790,rakesh.dandapat@gmail.com,Kalahandi,Art and Craft,Class 1-5 CHSE,Interactive and student-centered,612,Both,18,M.A
Gauri Tiwari,9718134202,gauri.tiwari@gmail.com,Angul,History,Class 11-12 ICSE,Interactive and student-centered,675,Online,6,M.A
Kanika Rout,9761718500,kanika.rout@gmail.com,Koraput,Biology,Only 9th-10th CBSE,Interactive and student-centered,375,In-person,11,M.Sc
Ekta Prasanna,9358612224,ekta.prasanna@gmail.com,Rayagada,Dance,Class 6-10 CHSE,Interactive and student-centered,445,In-person,11,B.Ed
Barun Kumar,8847651042,barun.kumar@gmail.com,Bargarh,History,Class 6-10 CHSE,Interactive and student-centered,832,In-person,5,PhD
Manish Bhoi,7245071556,manish.bhoi@gmail.com,Deogarh,Psychology,Class 1-5 all,Interactive and student-centered,507,In-person,14,M.Sc
Swati Suman,7976753572,swati.suman@gmail.com,Bolangir,History,Only 9th-10th CHSE,Interactive and student-centered,733,In-person,20,PhD
Charu Kar,9746246626,charu.kar@gmail.com,Kalahandi,Sociology,Only 9th-10th CBSE,Interactive and student-centered,414,Online,14,PhD
Vinita Reddy,8751217925,vinita.reddy@gmail.com,Balasore,History,Class 1-5 CHSE & CBSE,Interactive and student-centered,663,In-person,9,M.A
Yash Ranjan,8843783132,yash.ranjan@gmail.com,Malkangiri,Computer Science,Class 11-12 all,Interactive and student-centered,324,Both,6,B.Ed
Pallav Rath,8300288439,pallav.rath@gmail.com,Balasore,Dance,Class 11-12 CBSE,Interactive and student-centered,945,Both,12,M.Sc
Varun Nanda,9418990404,varun.nanda@gmail.com,Balangir,Mathematics,Class 11-12 CBSE,Interactive and student-centered,403,Online,20,M.Sc
Pranav Nayak,8868358100,pranav.nayak@gmail.com,Nuapada,Geography,Only 9th-10th CHSE,Interactive and student-centered,869,In-person,10,B.Ed
Barun Sahani,8334105559,barun.sahani@gmail.com,Gajapati,Economics,Class 6-10 all,Interactive and student-centered,659,In-person,11,M.A
Neha Dharma,8225076936,neha.dharma@gmail.com,Malkangiri,Social Studies,Class 1-5 CHSE,Interactive and student-centered,368,Both,6,B.Ed
Mahesh Brahma,8263881967,mahesh.brahma@gmail.com,Kandhamal,Chemistry,Class 11-12 CHSE,Interactive and student-centered,665,In-person,11,M.Sc
Chaitali Mishra,8518824947,chaitali.mishra@gmail.com,Balangir,Computer Science,Only 9th-10th CHSE,Interactive and student-centered,758,Both,3,PhD
Jagdish Rout,9129522753,jagdish.rout@gmail.com,Nabarangpur,Physical Education,Class 1-5 ICSE,Interactive and student-centered,319,In-person,15,PhD
Shreya Ghosh,9594919724,shreya.ghosh@gmail.com,Bolangir,Accountancy,Class 6-10 CHSE & CBSE,Interactive and student-centered,528,Online,5,M.Sc
Upendra Kumar,8174216137,upendra.kumar@gmail.com,Sundargarh,Physics,Class 1-5 CHSE,Interactive and student-centered,893,Both,2,PhD
Yash Sahani,9553286497,yash.sahani@gmail.com,Jharsuguda,General Science,Class 1-5 all,Interactive and student-centered,815,Both,4,B.Sc
Mahesh Choudhury,9779049091,mahesh.choudhury@gmail.com,Bhadrak,Hindi,Class 1-5 CHSE,Interactive and student-centered,460,Online,2,M.A
Ruchi Das,8453443554,ruchi.das@gmail.com,Nabarangpur,Computer Science,Class 11-12 all,Interactive and student-centered,503,Both,2,M.Sc
Sameer Kumar,7125853131,sameer.kumar@gmail.com,Mayurbhanj,Physical Education,Only 9th-10th all,Interactive and student-centered,399,Both,7,B.Sc
Kriti Kar,9301088295,kriti.kar@gmail.com,Nayagarh,Computer Science,Class 11-12 CBSE,Interactive and student-centered,575,Both,17,M.Sc
Shyam Reddy,7700000683,shyam.reddy@gmail.com,Kendrapara,History,Only 9th-10th ICSE,Interactive and student-centered,722,In-person,2,B.Ed
Deepak Choudhury,7869555426,deepak.choudhury@gmail.com,Keonjhar,Political Science,Class 1-5 CHSE,Interactive and student-centered,735,Online,2,M.Sc
Soni Nanda,8189614692,soni.nanda@gmail.com,Malkangiri,Business Studies,Class 1-5 CHSE,Interactive and student-centered,964,Online,18,M.A
Sandeep Kumar,9234511456,sandeep.kumar@gmail.com,Deogarh,Hindi,Class 6-10 CBSE,Interactive and student-centered,451,Both,15,B.Ed
Karthik Bhanja,8657912881,karthik.bhanja@gmail.com,Jharsuguda,General Science,Class 6-10 ICSE,Interactive and student-centered,880,Online,2,M.A
Ritesh Thakur,8262413789,ritesh.thakur@gmail.com,Kandhamal,Physics,Only 9th-10th all,Interactive and student-centered,884,Online,19,B.Sc
Akhila Jani,7766576795,akhila.jani@gmail.com,Dhenkanal,Environmental Studies,Class 1-5 CHSE,Interactive and student-centered,582,Online,16,M.Sc
Parth Sahu,9704125424,parth.sahu@gmail.com,Nuapada,Music,Class 1-5 all,Interactive and student-centered,632,Online,17,PhD
Dhara Rath,9355951630,dhara.rath@gmail.com,Deogarh,Statistics,Only 9th-10th CBSE,Interactive and student-centered,876,Online,13,M.A
Pranay Mohan,7626672698,pranay.mohan@gmail.com,Dhenkanal,Sociology,Class 6-10 all,Interactive and student-centered,402,Both,19,PhD
Suman Sahu,8801985733,suman.sahu@gmail.com,Koraput,Moral Science,Class 11-12 ICSE,Interactive and student-centered,489,Both,11,B.Ed
Mala Panda,9930392418,mala.panda@gmail.com,Ganjam,Geography,Class 6-10 CBSE,Interactive and student-centered,934,Both,13,B.Ed
Jeet Bhanja,7645620499,jeet.bhanja@gmail.com,Keonjhar,Informatics Practices,Only 9th-10th ICSE,Interactive and student-centered,609,In-person,11,M.Sc
Indira Bhoi,8181139873,indira.bhoi@gmail.com,Koraput,Moral Science,Class 11-12 all,Interactive and student-centered,737,Both,17,PhD
Shreya Mishra,7898906514,shreya.mishra@gmail.com,Puri,Geography,Class 1-5 CBSE,Interactive and student-centered,636,Online,4,M.Sc
Nidhi Swarup,8840049338,nidhi.swarup@gmail.com,Bargarh,General Science,Class 6-10 CHSE & CBSE,Interactive and student-centered,358,Both,19,M.Sc
Savita Dash,9352407261,savita.dash@gmail.com,Bhadrak,Dance,Class 1-5 CHSE,Interactive and student-centered,700,In-person,19,M.Sc
Snehal Dash,7790820756,snehal.dash@gmail.com,Mayurbhanj,General Science,Class 11-12 CHSE,Interactive and student-centered,963,In-person,1,M.A
Shubham Bansal,7418528597,shubham.bansal@gmail.com,Mayurbhanj,History,Class 1-5 CHSE,Interactive and student-centered,786,In-person,5,M.Sc
Aman Bhoi,8448526999,aman.bhoi@gmail.com,Jharsuguda,Hindi,Class 11-12 ICSE,Interactive and student-centered,694,Online,15,B.Ed
Ayaan Pattanaik,8583851302,ayaan.pattanaik@gmail.com,Angul,Mathematics,Only 9th-10th all,Interactive and student-centered,888,Both,1,M.Sc
Kaveri Reddy,7993886094,kaveri.reddy@gmail.com,Puri,Economics,Only 9th-10th CHSE & CBSE,Interactive and student-centered,351,Both,1,PhD
Geeta Mishra,7494830839,geeta.mishra@gmail.com,Bhubaneswar,Geography,Only 9th-10th CHSE & CBSE,Interactive and student-centered,933,Both,5,B.Ed
Krishna Bhunia,9476990092,krishna.bhunia@gmail.com,Malkangiri,Hindi,Only 9th-10th CHSE,Interactive and student-centered,706,In-person,14,M.Sc
Sahil Patel,7262034078,sahil.patel@gmail.com,Dhenkanal,Economics,Class 6-10 ICSE,Interactive and student-centered,430,Both,1,PhD
Sameer Das,8348706195,sameer.das@gmail.com,Rayagada,Social Studies,Only 9th-10th CHSE & CBSE,Interactive and student-centered,998,Online,10,B.Ed
Siddharth Jena,7688818908,siddharth.jena@gmail.com,Puri,English,Class 11-12 CBSE,Interactive and student-centered,768,Both,3,M.A
Soumya Basu,9684041465,soumya.basu@gmail.com,Malkangiri,Social Studies,Class 1-5 ICSE,Interactive and student-centered,932,Both,7,PhD
Sunita Reddy,7296525676,sunita.reddy@gmail.com,Gajapati,Hindi,Class 6-10 ICSE,Interactive and student-centered,449,In-person,20,M.A
Sapna Bana,7861636918,sapna.bana@gmail.com,Sambalpur,Dance,Class 11-12 CHSE,Interactive and student-centered,930,Both,1,PhD
Ishaan Bhowmick,7521145262,ishaan.bhowmick@gmail.com,Jagatsinghpur,Geography,Class 1-5 CBSE,Interactive and student-centered,854,In-person,20,PhD
Tejas Keshari,7999176931,tejas.keshari@gmail.com,Malkangiri,Sociology,Class 6-10 CBSE,Interactive and student-centered,607,Online,3,PhD
Simi Nayak,8435719020,simi.nayak@gmail.com,Nabarangpur,Physics,Class 1-5 CHSE,Interactive and student-centered,410,Both,19,M.Sc
Gaurika Bhoi,8123096653,gaurika.bhoi@gmail.com,Deogarh,General Science,Class 11-12 ICSE,Interactive and student-centered,465,Online,7,M.A
Komal Thakur,7354773428,komal.thakur@gmail.com,Ganjam,Chemistry,Class 6-10 CHSE,Interactive and student-centered,365,In-person,13,B.Ed
Pritam Maharana,8735505637,pritam.maharana@gmail.com,Bargarh,Computer Science,Class 11-12 all,Interactive and student-centered,611,In-person,8,B.Sc
Chhavi Patel,8410956063,chhavi.patel@gmail.com,Angul,Business Studies,Class 6-10 CHSE & CBSE,Interactive and student-centered,515,Both,8,B.Sc
Urvashi Sahu,8898985824,urvashi.sahu@gmail.com,Khurda,Environmental Studies,Class 11-12 CBSE,Interactive and student-centered,400,Online,11,M.Sc
Preeti Sahu,7642689923,preeti.sahu@gmail.com,Puri,Moral Science,Class 1-5 all,Interactive and student-centered,735,In-person,11,B.Sc
Tania Pattanaik,7268582533,tania.pattanaik@gmail.com,Sambalpur,Music,Class 6-10 CHSE,Interactive and student-centered,433,Online,3,B.Sc
Soni Nanda,9254509201,soni.nanda@gmail.com,Mayurbhanj,Geography,Class 6-10 CBSE,Interactive and student-centered,451,Online,8,PhD
Manish Bansal,8914258281,manish.bansal@gmail.com,Ganjam,General Science,Class 1-5 all,Interactive and student-centered,510,Both,17,B.Sc
Vinod Khan,8224670242,vinod.khan@gmail.com,Bhadrak,Business Studies,Only 9th-10th CHSE & CBSE,Interactive and student-centered,319,Online,17,M.Sc
Gaurav Rath,8237443883,gaurav.rath@gmail.com,Deogarh,History,Class 1-5 CHSE & CBSE,Interactive and student-centered,792,Both,12,B.Sc
Roma Rai,9486129576,roma.rai@gmail.com,Balasore,Psychology,Class 1-5 CHSE & CBSE,Interactive and student-centered,551,Both,3,M.Sc
Neha Nayak,9188567873,neha.nayak@gmail.com,Gajapati,Psychology,Class 6-10 CHSE,Interactive and student-centered,590,Both,1,B.Ed
Soni Routray,7267034008,soni.routray@gmail.com,Bargarh,Sociology,Class 11-12 ICSE,Interactive and student-centered,625,Both,20,B.Sc
Hriday Mishra,7452860793,hriday.mishra@gmail.com,Malkangiri,Geography,Class 1-5 CHSE & CBSE,Interactive and student-centered,989,Both,9,M.Sc
Nitin Das,9481313170,nitin.das@gmail.com,Jagatsinghpur,Physics,Class 6-10 CHSE,Interactive and student-centered,473,Online,17,M.Sc
Tushar Sahu,9557636114,tushar.sahu@gmail.com,Nabarangpur,Music,Class 11-12 CHSE & CBSE,Interactive and student-centered,489,Online,1,B.Sc
Pankaj Mahapatra,9527790984,pankaj.mahapatra@gmail.com,Kandhamal,Business Studies,Class 11-12 ICSE,Interactive and student-centered,712,In-person,15,PhD
Ojas Mohapatra,8378610874,ojas.mohapatra@gmail.com,Dhenkanal,General Science,Only 9th-10th all,Interactive and student-centered,425,Both,4,B.Ed
Kiran Kumar,9790795541,kiran.kumar@gmail.com,Bargarh,General Science,Class 1-5 CHSE,Interactive and student-centered,612,Online,14,PhD
Rachit Pradhan,9550494146,rachit.pradhan@gmail.com,Malkangiri,Informatics Practices,Class 1-5 CHSE,Interactive and student-centered,560,In-person,8,M.Sc
Dhananjay Ghosh,7121658429,dhananjay.ghosh@gmail.com,Nayagarh,Physics,Class 11-12 all,Interactive and student-centered,358,Both,8,B.Sc
Divya Mohanty,7352546939,divya.mohanty@gmail.com,Mayurbhanj,Political Science,Class 1-5 ICSE,Interactive and student-centered,329,Both,3,M.A
Parth Routray,7986281333,parth.routray@gmail.com,Cuttack,Social Studies,Class 6-10 CHSE & CBSE,Interactive and student-centered,791,In-person,8,B.Ed
Daksha Mahajan,9349887412,daksha.mahajan@gmail.com,Nabarangpur,Mathematics,Class 11-12 all,Interactive and student-centered,564,In-person,5,M.A
Riya Maji,9423710467,riya.maji@gmail.com,Ganjam,Chemistry,Class 11-12 ICSE,Interactive and student-centered,542,Online,2,M.A
Lavanya Chand,7814274658,lavanya.chand@gmail.com,Sambalpur,Moral Science,Only 9th-10th CHSE & CBSE,Interactive and student-centered,443,Online,16,M.Sc
Shalini Mohanty,7801016164,shalini.mohanty@gmail.com,Angul,Music,Class 11-12 ICSE,Interactive and student-centered,949,Online,6,B.Ed
Aabha Sahu,7122213734,aabha.sahu@gmail.com,Balasore,Physics,Class 6-10 all,Interactive and student-centered,836,In-person,7,PhD
Chaitanya Mandal,8606082100,chaitanya.mandal@gmail.com,Khurda,Social Studies,Class 11-12 ICSE,Interactive and student-centered,457,In-person,4,B.Sc
Trisha Mahapatra,8842998255,trisha.mahapatra@gmail.com,Khurda,Environmental Studies,Class 1-5 CBSE,Interactive and student-centered,302,Online,7,PhD
Soni Das,8845756858,soni.das@gmail.com,Rayagada,Economics,Class 11-12 CHSE & CBSE,Interactive and student-centered,517,Online,10,M.Sc
Parthasarathi Maji,7741181752,parthasarathi.maji@gmail.com,Kandhamal,Physical Education,Class 1-5 ICSE,Interactive and student-centered,385,Both,12,B.Sc
Keshav Dharma,8808284304,keshav.dharma@gmail.com,Jagatsinghpur,Accountancy,Only 9th-10th CHSE,Interactive and student-centered,374,Online,6,M.Sc
Rohit Kumar,7556258051,rohit.kumar@gmail.com,Deogarh,Environmental Studies,Only 9th-10th CHSE & CBSE,Interactive and student-centered,740,Both,10,PhD
Varun Das,7322059405,varun.das@gmail.com,Kendrapara,Geography,Only 9th-10th CBSE,Interactive and student-centered,367,In-person,12,B.Sc
Parthasarathi Samal,8349222989,parthasarathi.samal@gmail.com,Jajpur,History,Only 9th-10th ICSE,Interactive and student-centered,540,In-person,1,B.Ed
Punit Mohapatra,8299241218,punit.mohapatra@gmail.com,Rayagada,Economics,Only 9th-10th ICSE,Interactive and student-centered,491,In-person,15,PhD
Dhruv Mohanty,8200673135,dhruv.mohanty@gmail.com,Kendrapara,Accountancy,Class 11-12 CHSE & CBSE,Interactive and student-centered,530,Online,19,M.A
Karthik Pradhan,9624590900,karthik.pradhan@gmail.com,Rayagada,Social Studies,Only 9th-10th ICSE,Interactive and student-centered,993,In-person,3,M.Sc
Pallavi Nayak,8450748191,pallavi.nayak@gmail.com,Nayagarh,Geography,Only 9th-10th all,Interactive and student-centered,804,In-person,10,B.Ed
Bhushan Srinivas,8361053152,bhushan.srinivas@gmail.com,Nuapada,Art and Craft,Class 6-10 CHSE,Interactive and student-centered,856,Online,4,M.A
Mahesh Mohapatra,7875953521,mahesh.mohapatra@gmail.com,Keonjhar,Social Studies,Only 9th-10th ICSE,Interactive and student-centered,623,In-person,17,B.Sc
Saurabh Dhal,8569516379,saurabh.dhal@gmail.com,Nayagarh,Business Studies,Class 6-10 CHSE & CBSE,Interactive and student-centered,751,Online,12,PhD
Sarita Baran,9435982659,sarita.baran@gmail.com,Khurda,Moral Science,Class 1-5 CBSE,Interactive and student-centered,340,Online,20,M.A
Parth Mallick,8660195429,parth.mallick@gmail.com,Nayagarh,History,Class 11-12 CBSE,Interactive and student-centered,561,In-person,5,M.A
Mahesh Maji,8438080903,mahesh.maji@gmail.com,Jajpur,General Science,Class 1-5 CHSE & CBSE,Interactive and student-centered,694,Both,14,PhD
Harpreet Mahapatra,8173652886,harpreet.mahapatra@gmail.com,Sundargarh,Geography,Only 9th-10th all,Interactive and student-centered,793,In-person,10,M.A
Meghna Thakur,8619372890,meghna.thakur@gmail.com,Ganjam,Statistics,Class 1-5 all,Interactive and student-centered,764,Both,2,M.Sc
Sonu Sain,7434623979,sonu.sain@gmail.com,Bargarh,Accountancy,Only 9th-10th CHSE & CBSE,Interactive and student-centered,666,Both,19,B.Sc
Anika Pradhan,8423731592,anika.pradhan@gmail.com,Ganjam,Sociology,Only 9th-10th all,Interactive and student-centered,454,Both,18,M.Sc
Sameer Samal,7930910165,sameer.samal@gmail.com,Dhenkanal,Music,Class 1-5 CHSE,Interactive and student-centered,925,Online,17,B.Sc
Neerja Samantray,8990689909,neerja.samantray@gmail.com,Khurda,Sociology,Only 9th-10th ICSE,Interactive and student-centered,674,Online,13,M.A
Soni Maheshwari,9581336795,soni.maheshwari@gmail.com,Bhadrak,Art and Craft,Class 1-5 CBSE,Interactive and student-centered,689,Both,6,M.Sc
Himanshu Pratap,7778410629,himanshu.pratap@gmail.com,Sambalpur,General Science,Only 9th-10th CHSE,Interactive and student-centered,774,In-person,15,B.Sc
Urvashi Panda,7461651419,urvashi.panda@gmail.com,Jajpur,Biology,Class 1-5 CBSE,Interactive and student-centered,559,Online,13,PhD
Pranav Barik,9564042418,pranav.barik@gmail.com,Ganjam,Business Studies,Class 6-10 CHSE & CBSE,Interactive and student-centered,810,In-person,15,M.A
Bhavna Nanda,7260553488,bhavna.nanda@gmail.com,Jagatsinghpur,Accountancy,Class 6-10 CHSE,Interactive and student-centered,957,Both,2,B.Ed
Sahil Rout,7845644620,sahil.rout@gmail.com,Bhadrak,Informatics Practices,Class 6-10 all,Interactive and student-centered,976,Both,13,B.Sc
Gauri Dandapat,8531869125,gauri.dandapat@gmail.com,Ganjam,Moral Science,Class 1-5 ICSE,Interactive and student-centered,492,In-person,20,B.Sc
Saanvi Maheshwari,7330674837,saanvi.maheshwari@gmail.com,Kendrapara,Art and Craft,Class 6-10 CHSE & CBSE,Interactive and student-centered,549,Both,4,B.Ed
Yash Pradhan,8908956848,yash.pradhan@gmail.com,Kandhamal,Dance,Class 6-10 all,Interactive and student-centered,728,Both,14,B.Ed
Sakshi Choudhury,8756066403,sakshi.choudhury@gmail.com,Deogarh,Chemistry,Class 11-12 CHSE,Interactive and student-centered,511,In-person,11,M.A
Parth Nanda,8455003731,parth.nanda@gmail.com,Koraput,Economics,Only 9th-10th CHSE & CBSE,Interactive and student-centered,740,Both,1,PhD
Omkar Das,9847400744,omkar.das@gmail.com,Jagatsinghpur,Business Studies,Class 11-12 CHSE,Interactive and student-centered,715,Online,10,M.A
Tanvi Rai,7119703894,tanvi.rai@gmail.com,Ganjam,Art and Craft,Class 11-12 all,Interactive and student-centered,679,In-person,18,M.Sc
Arjun Panda,8850221282,arjun.panda@gmail.com,Rayagada,Geography,Class 1-5 ICSE,Interactive and student-centered,599,In-person,4,M.A
Jagruti Das,9555495460,jagruti.das@gmail.com,Rayagada,Statistics,Class 11-12 CHSE,Interactive and student-centered,579,In-person,12,B.Ed
Zoya Das,9984880985,zoya.das@gmail.com,Keonjhar,Environmental Studies,Class 6-10 all,Interactive and student-centered,358,Online,14,PhD
Anika Chand,8682948808,anika.chand@gmail.com,Bolangir,English,Class 11-12 all,Interactive and student-centered,706,In-person,13,PhD
Sagar Tiwari,8723339657,sagar.tiwari@gmail.com,Nabarangpur,Physical Education,Only 9th-10th all,Interactive and student-centered,484,In-person,6,B.Ed
Shyam Kumar,7503198925,shyam.kumar@gmail.com,Kandhamal,Hindi,Only 9th-10th CHSE,Interactive and student-centered,698,Both,1,B.Sc
Uday Rani,9176614857,uday.rani@gmail.com,Bhadrak,Business Studies,Only 9th-10th CHSE & CBSE,Interactive and student-centered,892,In-person,16,PhD
Simi Jani,7577430464,simi.jani@gmail.com,Bolangir,Economics,Class 1-5 all,Interactive and student-centered,556,In-person,6,B.Ed
Pallavi Sardar,7906676883,pallavi.sardar@gmail.com,Malkangiri,Physics,Class 1-5 all,Interactive and student-centered,736,Online,18,M.Sc
Rakhi Mishra,7191011315,rakhi.mishra@gmail.com,Kendrapara,Business Studies,Class 11-12 CHSE & CBSE,Interactive and student-centered,476,In-person,9,M.Sc
Jagruti Patra,8458726785,jagruti.patra@gmail.com,Malkangiri,Sociology,Class 6-10 CHSE & CBSE,Interactive and student-centered,972,Both,17,PhD
Jayesh Rai,7202622319,jayesh.rai@gmail.com,Keonjhar,Informatics Practices,Class 6-10 CHSE & CBSE,Interactive and student-centered,803,Online,1,B.Ed
Parth Das,8996717087,parth.das@gmail.com,Keonjhar,Biology,Only 9th-10th CHSE & CBSE,Interactive and student-centered,456,In-person,18,M.A
Gyanesh Mishra,7679448075,gyanesh.mishra@gmail.com,Keonjhar,Informatics Practices,Only 9th-10th all,Interactive and student-centered,839,Both,15,M.Sc
Devendra Khatua,8376981902,devendra.khatua@gmail.com,Bolangir,General Science,Class 1-5 ICSE,Interactive and student-centered,655,In-person,10,M.A
Rahul Das,8752398999,rahul.das@gmail.com,Sambalpur,Dance,Class 1-5 CBSE,Interactive and student-centered,867,Online,2,M.Sc
Rishabh Dash,7243314871,rishabh.dash@gmail.com,Jagatsinghpur,Political Science,Class 1-5 all,Interactive and student-centered,910,Online,11,M.A
Shraddha Mallick,7572505370,shraddha.mallick@gmail.com,Khurda,Physics,Class 1-5 ICSE,Interactive and student-centered,927,Online,8,M.A
Sanjay Das,7896587452,sanjay.das@gmail.com,Dhenkanal,Chemistry,Class 11-12 all,Interactive and student-centered,911,Both,18,M.A
Aditi Basu,9447921107,aditi.basu@gmail.com,Dhenkanal,Psychology,Only 9th-10th CBSE,Interactive and student-centered,394,In-person,3,B.Ed
Neeta Nayak,7211194886,neeta.nayak@gmail.com,Kandhamal,Physics,Class 1-5 CHSE & CBSE,Interactive and student-centered,777,Online,15,B.Ed
Kalyani Bhanja,7697956771,kalyani.bhanja@gmail.com,Sundargarh,Geography,Class 11-12 ICSE,Interactive and student-centered,943,Both,3,B.Sc
Jivika Das,9986712811,jivika.das@gmail.com,Malkangiri,Music,Class 1-5 CBSE,Interactive and student-centered,312,In-person,6,B.Ed
Ayaan Sardar,9624038653,ayaan.sardar@gmail.com,Sundargarh,Accountancy,Class 11-12 CHSE,Interactive and student-centered,374,Online,5,B.Ed
Nikita Maji,8629268563,nikita.maji@gmail.com,Bhadrak,Psychology,Only 9th-10th all,Interactive and student-centered,959,Online,17,B.Sc
Ashok Mali,7828740575,ashok.mali@gmail.com,Jharsuguda,Economics,Only 9th-10th CHSE,Interactive and student-centered,301,Online,20,M.Sc
